Date,Title,0,0 (0 bps),1 (25 bps),10 (250 bps),11 (275 bps),12+ (300+ bps),2 (50 bps),25 bps decrease,25+ bps increase,3 (75 bps),4 (100 bps),5 (125 bps),50 bps decrease,50+ bps decrease,6 (150 bps),7 (175 bps),75+ bps decrease,8 (200 bps),8 or more (200+ bps),9 (225 bps),Arthur Laffer,Bill Pulte,Chamath Palihapitiya,Chris Waller,Christopher Waller,Cut-Pause-Cut,Cut–Cut–Cut,Cut–Cut–Pause,Cut–Pause–Cut,Cut–Pause–Pause,David Malpass,David Zervos,Elon Musk,Howard Lutnick,James Bullard,Janet Yellen,Jerome Powell,Judy Shelton,Kevin Hassett,Kevin Warsh,Larry Kudlow,Larry Lindsey,Lorie K. Logan,Marc Sumerlin,Michelle Bowman,No Change,No announcement by December 31,No change,No one nominated before 2027,Other,Pause–Cut–Cut,Pause–Cut–Pause,Philip Jefferson,Price,Rick Rieder,Roger W. Ferguson Jr.,Ron Paul,Scott Bessent,Stephen Miran
2025-07-22 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.174,,,,,,,,,0.0015,0.0015,,,,0.017,0.1385,0.229,0.001,,,,0.0065,,0.32,,,,,,,,,0.0005,0.0005,0.14,
2025-07-23 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,,,,
2025-07-23 00:00:00,Fed decision in July2025,,,,,,,,0.0385,0.0015,,,,,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9555,,,,,,,,,,,
2025-07-23 00:00:00,Fed decision in September2025,,,,,,,,0.495,0.008,,,,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.435,,,,,,,,,,,
2025-07-23 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,
2025-07-23 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-07-23 00:00:00,How many Fed rate cuts in 2025,0.17,,0.235,,,,0.395,,,0.105,0.0425,0.022,,,0.016,0.0085,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-23 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,,,,,
2025-07-23 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.1665,,,,,,,,,0.0015,0.0015,,,,0.014,0.1495,0.2275,0.0015,,,,0.0065,,0.295,,,,,,,,,0.0015,0.0005,0.135,
2025-07-24 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0265,,,,,
2025-07-24 00:00:00,Fed decision in July2025,,,,,,,,0.0305,0.0015,,,,,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962,,,,,,,,,,,
2025-07-24 00:00:00,Fed decision in September2025,,,,,,,,0.51,0.0075,,,,,0.0655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,
2025-07-24 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,
2025-07-24 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-07-24 00:00:00,How many Fed rate cuts in 2025,0.165,,0.225,,,,0.405,,,0.105,0.041,0.0235,,,0.0125,0.0095,,,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-24 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,,,,,
2025-07-24 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0015,0.162,,,,,,,,,0.0015,0.0005,,,,0.014,0.1325,0.2235,0.0005,,,,0.007,,0.365,,,,,,,,,0.0015,0.0005,0.085,
2025-07-25 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,,,,
2025-07-25 00:00:00,Fed decision in July2025,,,,,,,,0.0285,0.0005,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9635,,,,,,,,,,,
2025-07-25 00:00:00,Fed decision in September2025,,,,,,,,0.5,0.0065,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.435,,,,,,,,,,,
2025-07-25 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,
2025-07-25 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-07-25 00:00:00,How many Fed rate cuts in 2025,0.175,,0.225,,,,0.405,,,0.105,0.0405,0.023,,,0.012,0.0085,,,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,,,,,
2025-07-25 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0015,0.16,,,,,,,,,0.0005,0.0015,,,,0.019,0.136,0.2165,0.0005,,,,0.007,,0.395,,,,,,,,,0.0015,0.0005,0.07,
2025-07-26 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,
2025-07-26 00:00:00,Fed decision in July2025,,,,,,,,0.0335,0.0005,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9595,,,,,,,,,,,
2025-07-26 00:00:00,Fed decision in September2025,,,,,,,,0.49,0.0065,,,,,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425,,,,,,,,,,,
2025-07-26 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
2025-07-26 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
2025-07-26 00:00:00,How many Fed rate cuts in 2025,0.18,,0.225,,,,0.395,,,0.095,0.0395,0.022,,,0.0115,0.007,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-26 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,,,,,
2025-07-26 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0015,0.158,,,,,,,,,0.001,0.0015,,,,0.016,0.1355,0.2185,0.0005,,,,0.007,,0.395,,,,,,,,,0.001,0.0005,0.07,
2025-07-27 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0285,,,,,
2025-07-27 00:00:00,Fed decision in July2025,,,,,,,,0.038,0.0005,,,,,0.0095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9515,,,,,,,,,,,
2025-07-27 00:00:00,Fed decision in September2025,,,,,,,,0.475,0.0065,,,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,
2025-07-27 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
2025-07-27 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
2025-07-27 00:00:00,How many Fed rate cuts in 2025,0.185,,0.225,,,,0.395,,,0.085,0.038,0.0225,,,0.011,0.0065,,,0.0265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,,,,,
2025-07-27 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.156,,,,,,,,,0.001,0.0015,,,,0.019,0.138,0.219,0.0005,,,,0.007,,0.385,,,,,,,,,0.001,0.0005,0.07,
2025-07-28 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,
2025-07-28 00:00:00,Fed decision in July2025,,,,,,,,0.042,0.0005,,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9505,,,,,,,,,,,
2025-07-28 00:00:00,Fed decision in September2025,,,,,,,,0.565,0.0065,,,,,0.0795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355,,,,,,,,,,,
2025-07-28 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
2025-07-28 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
2025-07-28 00:00:00,How many Fed rate cuts in 2025,0.185,,0.225,,,,0.375,,,0.095,0.0365,0.023,,,0.011,0.007,,,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,,,,,
2025-07-28 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.1575,,,,,,,,,0.0005,0.0005,,,,0.012,0.133,0.223,0.0005,,,,0.003,,0.425,,,,,,,,,0.001,0.0005,0.065,
2025-07-29 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0285,,,,,
2025-07-29 00:00:00,Fed decision in July2025,,,,,,,,0.0325,0.0005,,,,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9635,,,,,,,,,,,
2025-07-29 00:00:00,Fed decision in September2025,,,,,,,,0.52,0.0065,,,,,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.405,,,,,,,,,,,
2025-07-29 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
2025-07-29 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
2025-07-29 00:00:00,How many Fed rate cuts in 2025,0.195,,0.215,,,,0.385,,,0.095,0.037,0.022,,,0.011,0.0065,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-29 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,
2025-07-29 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.142,,,,,,,,,0.0005,0.0015,,,,0.0115,0.1275,0.227,0.0005,,,,0.0035,,0.395,,,,,,,,,0.001,0.0005,0.07,
2025-07-30 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,,,,,
2025-07-30 00:00:00,Fed decision in July2025,,,,,,,,0.0175,0.0005,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9815,,,,,,,,,,,
2025-07-30 00:00:00,Fed decision in September2025,,,,,,,,0.55,0.0065,,,,,0.0565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,
2025-07-30 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,
2025-07-30 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
2025-07-30 00:00:00,How many Fed rate cuts in 2025,0.195,,0.225,,,,0.375,,,0.095,0.031,0.02,,,0.011,0.0075,,,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,
2025-07-30 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.145,,,,,,,,,0.0005,0.0015,,,,0.014,0.123,0.2325,0.0005,,,,0.0035,,0.42,,,,,,,,,0.001,0.0005,0.065,
2025-07-31 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0285,,,,,
2025-07-31 00:00:00,Fed decision in September2025,,,,,,,,0.425,0.0065,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555,,,,,,,,,,,
2025-07-31 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,
2025-07-31 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
2025-07-31 00:00:00,How many Fed rate cuts in 2025,0.24,,0.265,,,,0.335,,,0.085,0.0325,0.019,,,0.014,0.007,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,
2025-07-31 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.1035,,,,,,,,,0.0005,0.0015,,,,0.0195,0.115,0.2235,0.0005,,,,0.004,,0.425,,,,,,,,,0.001,0.0005,0.055,
2025-08-01 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,
2025-08-01 00:00:00,Fed decision in December,,,,,,,,0.575,0.06,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.385,,,,,,,,,,,
2025-08-01 00:00:00,Fed decision in September2025,,,,,,,,0.345,0.0075,,,,,0.0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,,,,,,,,,
2025-08-01 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,
2025-08-01 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-08-01 00:00:00,How many Fed rate cuts in 2025,0.265,,0.305,,,,0.29,,,0.075,0.0265,0.014,,,0.0095,0.005,,,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-01 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,,,,,
2025-08-01 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0005,0.1395,,,,,,,,,0.0005,0.0015,,,,0.018,0.1335,0.2395,0.0005,,,,0.0115,,0.365,,,,,,,,,0.001,0.0035,0.065,
2025-08-02 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0295,,,,,
2025-08-02 00:00:00,Fed decision in December,,,,,,,,0.58,0.03,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,
2025-08-02 00:00:00,Fed decision in September2025,,,,,,,,0.725,0.006,,,,,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,,,,,,,,,,,
2025-08-02 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,
2025-08-02 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-08-02 00:00:00,How many Fed rate cuts in 2025,0.115,,0.255,,,,0.365,,,0.145,0.059,0.0245,,,0.0115,0.006,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,
2025-08-02 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0005,0.073,,,,,,,,,0.0005,0.0015,,,,0.016,0.199,0.325,0.0015,,,,0.0215,,0.285,,,,,,,,,0.001,0.0015,0.06,
2025-08-03 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
2025-08-03 00:00:00,Fed decision in December,,,,,,,,0.58,0.0295,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,,,,
2025-08-03 00:00:00,Fed decision in September2025,,,,,,,,0.715,0.0055,,,,,0.0735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,
2025-08-03 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,
2025-08-03 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-08-03 00:00:00,How many Fed rate cuts in 2025,0.1,,0.225,,,,0.365,,,0.165,0.059,0.025,,,0.012,0.0055,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,,,,,
2025-08-03 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0005,0.108,,,,,,,,,0.0005,0.0015,,,,0.016,0.1265,0.3175,0.0015,,,,0.0215,,0.345,,,,,,,,,0.0005,0.0015,0.055,
2025-08-04 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0295,,,,,
2025-08-04 00:00:00,Fed decision in December,,,,,,,,0.58,0.029,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335,,,,,,,,,,,
2025-08-04 00:00:00,Fed decision in September2025,,,,,,,,0.705,0.0055,,,,,0.0775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,
2025-08-04 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
2025-08-04 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,
2025-08-04 00:00:00,How many Fed rate cuts in 2025,0.105,,0.225,,,,0.385,,,0.17,0.058,0.0255,,,0.013,0.0065,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,
2025-08-04 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0015,0.1145,,,,,,,,,0.0005,0.0015,,,,0.016,0.1595,0.316,0.001,,,,0.0215,,0.315,,,,,,,,,0.001,0.001,0.055,
2025-08-05 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0295,,,,,
2025-08-05 00:00:00,Fed decision in December,,,,,,,,0.58,0.026,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,
2025-08-05 00:00:00,Fed decision in September2025,,,,,,,,0.735,0.0055,,,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,,,,,,,,,,
2025-08-05 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,
2025-08-05 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,
2025-08-05 00:00:00,How many Fed rate cuts in 2025,0.105,,0.23,,,,0.385,,,0.175,0.0565,0.0255,,,0.012,0.0075,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-05 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,,,,,
2025-08-05 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.001,,0.0015,0.1535,,,,,,,,,0.0005,0.0015,,,,0.016,0.1565,0.322,0.001,,,,0.015,,0.3,,,,,,,,,0.001,0.001,0.055,
2025-08-06 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,
2025-08-06 00:00:00,Fed decision in December,,,,,,,,0.585,0.027,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335,,,,,,,,,,,
2025-08-06 00:00:00,Fed decision in September2025,,,,,,,,0.745,0.0055,,,,,0.0695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,,,,,,,,,,,
2025-08-06 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,
2025-08-06 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-08-06 00:00:00,How many Fed rate cuts in 2025,0.085,,0.225,,,,0.385,,,0.195,0.0575,0.0225,,,0.0115,0.0075,,,0.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-06 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,
2025-08-06 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.164,,,,,,,,,0.0005,0.0015,,,,0.043,0.2295,0.302,0.0005,,,,0.012,,0.26,,,,,,,,,0.0005,0.0005,0.0085,
2025-08-06 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.0195,0.025,,,0.15,,,,,,0.026,,,0.0205,,,0.0185,0.026,0.31,0.34,0.019,,,,,,,,0.023,,,,,,,,0.014,,
2025-08-07 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,,,,
2025-08-07 00:00:00,Fed decision in December,,,,,,,,0.6,0.0285,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,
2025-08-07 00:00:00,Fed decision in September2025,,,,,,,,0.785,0.0055,,,,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,,,,
2025-08-07 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,
2025-08-07 00:00:00,Fed rate hike in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,
2025-08-07 00:00:00,How many Fed rate cuts in 2025,0.085,,0.225,,,,0.385,,,0.205,0.0575,0.022,,,0.0115,0.0075,,,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-07 00:00:00,Jerome Powell out 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,
2025-08-07 00:00:00,Who will Trump announce as next Fed Chair in 2025,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0005,0.066,,,,,,,,,0.0005,0.0005,,,,0.0125,0.396,0.1785,0.0005,,,,0.0005,,0.345,,,,,,,,,0.0005,0.0005,0.006,
2025-08-07 00:00:00,Who will Trump nominate as Fed Chair,,,,,,,,,,,,,,,,,,,,,0.0035,0.0295,,,0.17,,,,,,0.018,,,0.009,,,0.0055,0.019,0.385,0.34,0.0055,,,,,,,,0.021,,,,,,,,0.003,,
2025-08-08 00:00:00,Fed abolished in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,
2025-08-08 00:00:00,Fed decision in December,,,,,,,,0.6,0.029,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,
2025-08-08 00:00:00,Fed decision in September2025,,,,,,,,0.755,0.0055,,,,,0.0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,,,,,,,,,,,
2025-08-08 00:00:00,Fed emergency rate cut in 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,
