"Date (UTC)","Timestamp (UTC)","No announcement by December 31","Kevin Warsh","Kevin Hassett","Chris Waller","Scott Bessent","Michelle Bowman","Arthur Laffer","Larry Kudlow","Judy Shelton","Ron Paul","Howard Lutnick","Chamath Palihapitiya","Elon Musk","Roger W. Ferguson Jr."
"10-09-2025 00:00","1759968009","","","","","","","0.001","","","","","","",""
"10-09-2025 00:00","1759968010","0.525","","","","","","","","","","","","",""
"10-09-2025 00:00","1759968012","","","0.0935","","","","","0.0005","0.002","","0.017","","",""
"10-09-2025 00:00","1759968013","","","","","","0.0255","","","","","","","",""
"10-09-2025 00:00","1759968014","","","","","0.0035","","","","","","","","","0.0005"
"10-10-2025 00:00","1760054403","","","","","0.0025","","","","","","","","",""
"10-10-2025 00:00","1760054404","0.52","","","","","","","","0.002","","","","","0.0005"
"10-10-2025 00:00","1760054405","","","","","","","","","","","","0.0005","",""
"10-10-2025 00:00","1760054407","","","","","","","","0.0005","","","","","",""
"10-10-2025 00:00","1760054408","","","","","","","","","","","0.0035","","",""
"10-10-2025 00:00","1760054409","","","","","","","0.001","","","","","","",""
"10-10-2025 00:00","1760054410","","","","0.1185","","","","","","","","","",""
"10-10-2025 00:00","1760054414","","0.1055","","","","","","","","","","","",""
"10-10-2025 00:00","1760054415","","","","","","","","","","0.0005","","","",""
"10-10-2025 00:00","1760054418","","","0.0935","","","0.0175","","","","","","","0.0005",""
"10-11-2025 00:00","1760140803","","","0.156","","","","","","","","","","",""
"10-11-2025 00:00","1760140804","","","","0.16","","","0.0015","","","","","","",""
"10-11-2025 00:00","1760140805","","","","","0.0035","","","","","","","","",""
"10-11-2025 00:00","1760140807","","","","","","","","0.0005","","0.0005","","","",""
"10-11-2025 00:00","1760140809","","","","","","","","","","","","","","0.0005"
"10-11-2025 00:00","1760140810","","0.106","","","","0.0725","","","","","","","",""
"10-11-2025 00:00","1760140811","","","","","","","","","0.002","","","","",""
"10-11-2025 00:00","1760140812","","","","","","","","","","","0.003","0.0005","",""
"10-11-2025 00:00","1760140814","0.54","","","","","","","","","","","","0.0005",""
"10-12-2025 00:00","1760227204","","0.1065","","","","","","","","","","","0.0005",""
"10-12-2025 00:00","1760227208","","","0.1505","","","","","","","","","","",""
"10-12-2025 00:00","1760227210","","","","","","","","","","","0.003","","",""
"10-12-2025 00:00","1760227211","","","","","","0.07","","","0.002","","","","",""
"10-12-2025 00:00","1760227213","","","","0.1565","0.004","","","","","","","","",""
"10-12-2025 00:00","1760227215","","","","","","","","0.0005","","","","","",""
"10-12-2025 00:00","1760227216","","","","","","","0.0015","","","","","","","0.0005"
"10-12-2025 00:00","1760227217","","","","","","","","","","","","0.0005","",""
"10-12-2025 00:00","1760227218","0.54","","","","","","","","","0.0005","","","",""
"10-13-2025 00:00","1760313602","","","","","","","0.0015","","","","","","",""
"10-13-2025 00:00","1760313604","","","","","","0.068","","","","","","","",""
"10-13-2025 00:00","1760313605","","","","","","","","","","0.0005","","","",""
"10-13-2025 00:00","1760313606","","","","","","","","","","","","","0.0005",""
"10-13-2025 00:00","1760313609","","0.1045","","","","","","","","","","","",""
"10-13-2025 00:00","1760313610","","","","0.152","","","","","","","","","",""
"10-13-2025 00:00","1760313612","","","","","","","","0.0005","","","","","",""
"10-13-2025 00:00","1760313613","0.545","","","","0.004","","","","","","","0.0005","",""
"10-13-2025 00:00","1760313615","","","","","","","","","","","0.003","","",""
"10-13-2025 00:00","1760313616","","","","","","","","","0.002","","","","","0.0005"
"10-13-2025 00:00","1760313617","","","0.1155","","","","","","","","","","",""
"10-14-2025 00:00","1760400003","","","0.12","","0.004","","","","","","","","",""
"10-14-2025 00:00","1760400004","","","","0.152","","","","","0.002","","","","",""
"10-14-2025 00:00","1760400005","","","","","","","","","","0.0005","","","",""
"10-14-2025 00:00","1760400006","","0.104","","","","","","","","","","","",""
"10-14-2025 00:00","1760400007","","","","","","","","","","","","","","0.0005"
"10-14-2025 00:00","1760400009","","","","","","","","0.0005","","","","","",""
"10-14-2025 00:00","1760400013","","","","","","","","","","","0.01","","0.0005",""
"10-14-2025 00:00","1760400014","","","","","","","0.0015","","","","","","",""
"10-14-2025 00:00","1760400015","","","","","","","","","","","","0.0005","",""
"10-14-2025 00:00","1760400016","0.565","","","","","0.069","","","","","","","",""
"10-15-2025 00:00","1760486403","","","","","","","","","","","0.0055","","",""
"10-15-2025 00:00","1760486405","","","","","","","","0.0005","","0.0005","","","",""
"10-15-2025 00:00","1760486406","","0.104","","","","","0.0015","","","","","","",""
"10-15-2025 00:00","1760486408","","","","","","","","","0.002","","","","",""
"10-15-2025 00:00","1760486409","0.53","","0.116","0.143","","","","","","","","","",""
"10-15-2025 00:00","1760486413","","","","","0.004","","","","","","","","",""
"10-15-2025 00:00","1760486415","","","","","","","","","","","","0.0005","0.0005",""
"10-15-2025 00:00","1760486416","","","","","","0.049","","","","","","","","0.0025"
"10-16-2025 00:00","1760572807","","","","","","","","","","","","","","0.0025"
"10-16-2025 00:00","1760572809","","","","","","","","","0.002","","","","",""
"10-16-2025 00:00","1760572814","0.58","","0.192","","","0.013","","","","","0.0095","0.0005","",""
"10-16-2025 00:00","1760572816","","","","","0.0105","","","","","0.0005","","","",""
"10-16-2025 00:00","1760572817","","","","","","","","0.0005","","","","","",""
"10-16-2025 00:00","1760572819","","","","","","","","","","","","","0.0005",""
"10-16-2025 00:00","1760572820","","","","","","","0.0015","","","","","","",""
"10-16-2025 00:00","1760572821","","0.0985","","0.135","","","","","","","","","",""
"10-17-2025 00:00","1760659204","","0.101","","","","","","","","","","","",""
"10-17-2025 00:00","1760659205","","","","","","","0.0015","","0.0015","","","","",""
"10-17-2025 00:00","1760659206","","","","","","0.0045","","0.0005","","","","","",""
"10-17-2025 00:00","1760659208","","","","","","","","","","","","","0.0005","0.002"
"10-17-2025 00:00","1760659209","","","0.1255","","","","","","","","","0.0005","",""
"10-17-2025 00:00","1760659210","","","","","0.0095","","","","","0.0005","","","",""
"10-17-2025 00:00","1760659213","0.625","","","0.137","","","","","","","0.004","","",""
"10-18-2025 00:00","1760745603","","","","","","","","","","","","0.0005","",""
"10-18-2025 00:00","1760745604","","0.1015","","","","","","","","","","","",""
"10-18-2025 00:00","1760745605","","","","","","","","0.0005","","","","","",""
"10-18-2025 00:00","1760745610","","","","","","","","","0.0015","","","","",""
"10-18-2025 00:00","1760745612","","","","","","0.011","","","","","","","0.0005",""
"10-18-2025 00:00","1760745614","","","","","","","","","","","0.0085","","",""
"10-18-2025 00:00","1760745615","","","","","","","","","","0.0005","","","",""
"10-18-2025 00:00","1760745616","","","0.125","","0.0275","","","","","","","","","0.002"
"10-18-2025 00:00","1760745619","0.615","","","","","","","","","","","","",""
"10-18-2025 00:00","1760745620","","","","","","","0.0015","","","","","","",""
"10-18-2025 00:00","1760745622","","","","0.137","","","","","","","","","",""
"10-19-2025 00:00","1760832005","","","","","","","","","","","","","0.0005",""
"10-19-2025 00:00","1760832008","","0.1015","0.125","","","0.0115","","","","","0.009","","",""
"10-19-2025 00:00","1760832010","0.625","","","","0.0235","","","","","","","","",""
"10-19-2025 00:00","1760832014","","","","","","","","","0.0015","","","","",""
"10-19-2025 00:00","1760832015","","","","","","","","0.0005","","0.0005","","","",""
"10-19-2025 00:00","1760832018","","","","0.137","","","","","","","","","",""
"10-19-2025 00:00","1760832019","","","","","","","","","","","","0.0005","","0.002"
"10-19-2025 00:00","1760832021","","","","","","","0.0015","","","","","","",""
"10-20-2025 00:00","1760918405","","","","","","","","","0.0015","","","","",""
"10-20-2025 00:00","1760918406","","","","","","0.0115","","","","","","","",""
"10-20-2025 00:00","1760918408","","","","","","","0.0015","","","","","","",""
"10-20-2025 00:00","1760918409","","0.1015","","","","","","","","0.0005","","","",""
"10-20-2025 00:00","1760918411","0.615","","","","","","","","","","","","",""
"10-20-2025 00:00","1760918412","","","0.124","","","","","","","","","","",""
"10-20-2025 00:00","1760918414","","","","","","","","","","","","0.0005","",""
"10-20-2025 00:00","1760918417","","","","","","","","","","","","","0.0005",""
"10-20-2025 00:00","1760918418","","","","","","","","","","","","","","0.002"
"10-20-2025 00:00","1760918419","","","","","","","","0.0005","","","","","",""
"10-20-2025 00:00","1760918420","","","","","","","","","","","0.006","","",""
"10-20-2025 00:00","1760918421","","","","","0.026","","","","","","","","",""
"10-20-2025 00:00","1760918422","","","","0.137","","","","","","","","","",""
"10-21-2025 00:00","1761004807","","","","","","","","","","","","","0.0005",""
"10-21-2025 00:00","1761004808","","","","","","","","","","","","","","0.0015"
"10-21-2025 00:00","1761004810","","","","","","","","0.0005","","","","","",""
"10-21-2025 00:00","1761004811","","","","","","","","","","","0.0015","","",""
"10-21-2025 00:00","1761004812","","","","","0.0085","","","","","","","","",""
"10-21-2025 00:00","1761004813","","","","0.136","","","","","","","","","",""
"10-21-2025 00:00","1761004816","","","","","","","","","0.0015","","","","",""
"10-21-2025 00:00","1761004817","","","","","","0.006","0.0015","","","","","","",""
"10-21-2025 00:00","1761004818","","0.0875","","","","","","","","0.0005","","","",""
"10-21-2025 00:00","1761004820","0.64","","0.138","","","","","","","","","0.0005","",""
"10-22-2025 00:00","1761091205","","","","","0.015","","","","","","","","",""
"10-22-2025 00:00","1761091207","","0.0755","","","","","","","","","0.0015","","",""
"10-22-2025 00:00","1761091210","","","","","","","","","","","","","","0.0015"
"10-22-2025 00:00","1761091211","","","","","","0.006","","","","","","0.0005","",""
"10-22-2025 00:00","1761091215","","","","","","","","","","","","","0.0005",""
"10-22-2025 00:00","1761091217","","","","0.137","","","","","","","","","",""
"10-22-2025 00:00","1761091219","","","","","","","","","0.0015","","","","",""
"10-22-2025 00:00","1761091221","0.625","","","","","","","","","","","","",""
"10-22-2025 00:00","1761091223","","","","","","","0.0015","","","","","","",""
"10-22-2025 00:00","1761091225","","","","","","","","0.0005","","0.0005","","","",""
"10-22-2025 00:00","1761091227","","","0.143","","","","","","","","","","",""
"10-23-2025 00:00","1761177605","","","","","0.028","","","","","","","","",""
"10-23-2025 00:00","1761177606","","0.0315","","","","","","","","","0.0015","","",""
"10-23-2025 00:00","1761177607","","","","","","0.0105","","","","","","0.0005","","0.0015"
"10-23-2025 00:00","1761177609","","","","","","","","","","","","","0.0005",""
"10-23-2025 00:00","1761177610","","","","0.1285","","","","","0.0015","","","","",""
"10-23-2025 00:00","1761177611","0.615","","","","","","0.0015","","","","","","",""
"10-23-2025 00:00","1761177612","","","0.141","","","","","0.0005","","0.0005","","","",""
"10-24-2025 00:00","1761264006","","","","","0.0165","","","","","","","","",""
"10-24-2025 00:00","1761264007","","0.045","","","","","","","","","","","",""
"10-24-2025 00:00","1761264008","","","","","","","","","","","0.0015","","",""
"10-24-2025 00:00","1761264009","","","","","","0.012","","","","","","0.0005","","0.0015"
"10-24-2025 00:00","1761264012","","","","","","","","","","","","","0.0005",""
"10-24-2025 00:00","1761264015","","","","0.1335","","","","","0.0015","","","","",""
"10-24-2025 00:00","1761264017","0.635","","","","","","","","","","","","",""
"10-24-2025 00:00","1761264018","","","","","","","0.0015","","","","","","",""
"10-24-2025 00:00","1761264021","","","","","","","","0.0005","","0.0025","","","",""
"10-24-2025 00:00","1761264023","","","0.145","","","","","","","","","","",""
"10-25-2025 00:00","1761350406","","","","","0.0215","","","","","","","","",""
"10-25-2025 00:00","1761350407","","0.046","","","","","","","","","","","",""
"10-25-2025 00:00","1761350408","","","","","","","","","","","0.0015","","",""
"10-25-2025 00:00","1761350409","","","","","","","","","","","","","","0.0015"
"10-25-2025 00:00","1761350410","","","","","","0.0125","","","","","","0.0005","",""
"10-25-2025 00:00","1761350412","","","","","","","","","","","","","0.0005",""
"10-25-2025 00:00","1761350414","","","","0.153","","","","","0.0015","","","","",""
"10-25-2025 00:00","1761350416","0.615","","","","","","","","","","","","",""
"10-25-2025 00:00","1761350417","","","","","","","0.0015","","","","","","",""
"10-25-2025 00:00","1761350419","","","","","","","","0.0005","","0.0015","","","",""
"10-25-2025 00:00","1761350420","","","0.1415","","","","","","","","","","",""
"10-26-2025 00:00","1761436806","","","","","0.0185","","","","","","","","",""
"10-26-2025 00:00","1761436807","","0.036","","","","","","","","","","","",""
"10-26-2025 00:00","1761436808","","","","","","","","","","","0.0015","","",""
"10-26-2025 00:00","1761436810","","","","","","0.006","","","","","","0.0005","","0.0005"
"10-26-2025 00:00","1761436814","","","","","","","","","","","","","0.0005",""
"10-26-2025 00:00","1761436816","","","","0.1645","","","","","","","","","",""
"10-26-2025 00:00","1761436817","","","","","","","","","0.0015","","","","",""
"10-26-2025 00:00","1761436819","0.64","","","","","","","","","","","","",""
"10-26-2025 00:00","1761436820","","","","","","","0.0015","","","","","","",""
"10-26-2025 00:00","1761436823","","","","","","","","0.0005","","0.001","","","",""
"10-26-2025 00:00","1761436825","","","0.154","","","","","","","","","","",""
"10-27-2025 00:00","1761523205","","","","","0.0185","","","","","","","","",""
"10-27-2025 00:00","1761523207","","0.0355","","","","","","","","","","","",""
"10-27-2025 00:00","1761523208","","","","","","","","","","","0.0015","","",""
"10-27-2025 00:00","1761523209","","","","","","","","","","","","","","0.0005"
"10-27-2025 00:00","1761523210","","","","","","0.005","","","","","","0.0005","",""
"10-27-2025 00:00","1761523213","","","","","","","","","","","","","0.0005",""
"10-27-2025 00:00","1761523214","","","","0.1495","","","","","","","","","",""
"10-27-2025 00:00","1761523215","","","","","","","","","0.0015","","","","",""
"10-27-2025 00:00","1761523217","0.655","","","","","","0.001","","","","","","",""
"10-27-2025 00:00","1761523220","","","","","","","","0.0005","","0.0005","","","",""
"10-27-2025 00:00","1761523221","","","0.152","","","","","","","","","","",""
"10-28-2025 00:00","1761609606","","","","","0.021","","","","","","","","",""
"10-28-2025 00:00","1761609607","","0.056","","","","","","","","","","","",""
"10-28-2025 00:00","1761609608","","","","","","","","","","","0.0015","","",""
"10-28-2025 00:00","1761609611","","","","","","","","","","","","0.0005","","0.001"
"10-28-2025 00:00","1761609612","","","","","","0.0535","","","","","","","",""
"10-28-2025 00:00","1761609615","","","","","","","","","","","","","0.0005",""
"10-28-2025 00:00","1761609617","","","","0.1475","","","","","","","","","",""
"10-28-2025 00:00","1761609619","","","","","","","","","0.0015","","","","",""
"10-28-2025 00:00","1761609621","0.52","","","","","","","","","","","","",""
"10-28-2025 00:00","1761609622","","","","","","","0.001","","","","","","",""
"10-28-2025 00:00","1761609624","","","","","","","","0.0005","","0.001","","","",""
"10-28-2025 00:00","1761609626","","","0.135","","","","","","","","","","",""
"10-29-2025 00:00","1761696006","","","","","0.024","","","","","","","","",""
"10-29-2025 00:00","1761696007","","0.072","","","","","","","","","","","",""
"10-29-2025 00:00","1761696008","","","","","","","","","","","0.0015","","",""
"10-29-2025 00:00","1761696010","","","","","","","","","","","","","","0.001"
"10-29-2025 00:00","1761696011","","","","","","0.0475","","","","","","0.0005","",""
"10-29-2025 00:00","1761696014","","","","","","","","","","","","","0.0005",""
"10-29-2025 00:00","1761696016","","","","0.193","","","","","","","","","",""
"10-29-2025 00:00","1761696018","","","","","","","","","0.0015","","","","",""
"10-29-2025 00:00","1761696020","0.505","","","","","","0.001","","","","","","",""
"10-29-2025 00:00","1761696023","","","","","","","","0.0015","","0.001","","","",""
"10-29-2025 00:00","1761696025","","","0.167","","","","","","","","","","",""
"10-30-2025 00:00","1761782406","","","","","0.0275","","","","","","","","",""
"10-30-2025 00:00","1761782408","","0.0725","","","","","","","","","0.0015","","",""
"10-30-2025 00:00","1761782410","","","","","","","","","","","","","","0.001"
"10-30-2025 00:00","1761782411","","","","","","0.027","","","","","","0.0005","",""
"10-30-2025 00:00","1761782415","","","","","","","","","","","","","0.0015",""
"10-30-2025 00:00","1761782417","","","","0.1945","","","","","0.001","","","","",""
"10-30-2025 00:00","1761782419","0.415","","","","","","","","","","","","",""
"10-30-2025 00:00","1761782421","","","","","","","0.0015","","","","","","",""
"10-30-2025 00:00","1761782423","","","","","","","","0.001","","0.0015","","","",""
"10-30-2025 00:00","1761782425","","","0.156","","","","","","","","","","",""
"10-31-2025 00:00","1761868805","","","","","0.0595","","","","","","","","",""
"10-31-2025 00:00","1761868806","","0.078","","","","","","","","","0.001","","",""
"10-31-2025 00:00","1761868807","","","","","","0.036","","","","","","0.0005","","0.001"
"10-31-2025 00:00","1761868810","","","","","","","","","","","","","0.001",""
"10-31-2025 00:00","1761868811","","","","0.196","","","","","","","","","",""
"10-31-2025 00:00","1761868812","","","","","","","","","0.002","","","","",""
"10-31-2025 00:00","1761868813","0.395","","","","","","0.0015","","","","","","",""
"10-31-2025 00:00","1761868815","","","","","","","","0.001","","0.001","","","",""
"10-31-2025 00:00","1761868817","","","0.2035","","","","","","","","","","",""
"11-01-2025 00:00","1761955206","","","","","0.0685","","","","","","","","",""
"11-01-2025 00:00","1761955207","","0.079","","","","","","","","","0.0015","","",""
"11-01-2025 00:00","1761955209","","","","","","","","","","","","","","0.0005"
"11-01-2025 00:00","1761955210","","","","","","0.038","","","","","","0.0005","",""
"11-01-2025 00:00","1761955214","","","","","","","","","","","","","0.0005",""
"11-01-2025 00:00","1761955216","","","","0.1265","","","","","","","","","",""
"11-01-2025 00:00","1761955217","","","","","","","","","0.002","","","","",""
"11-01-2025 00:00","1761955219","0.4","","","","","","","","","","","","",""
"11-01-2025 00:00","1761955220","","","","","","","0.0015","","","","","","",""
"11-01-2025 00:00","1761955223","","","","","","","","0.0005","","0.0005","","","",""
"11-01-2025 00:00","1761955225","","","0.193","","","","","","","","","","",""
"11-02-2025 00:00","1762041606","","","","","0.0685","","","","","","","","",""
"11-02-2025 00:00","1762041607","","0.071","","","","","","","","","0.0015","","",""
"11-02-2025 00:00","1762041608","","","","","","","","","","","","","","0.0005"
"11-02-2025 00:00","1762041609","","","","","","0.043","","","","","","0.0005","",""
"11-02-2025 00:00","1762041611","","","","","","","","","","","","","0.0005",""
"11-02-2025 00:00","1762041613","","","","0.0615","","","","","","","","","",""
"11-02-2025 00:00","1762041614","","","","","","","","","0.0015","","","","",""
"11-02-2025 00:00","1762041615","0.385","","","","","","","","","","","","",""
"11-02-2025 00:00","1762041616","","","","","","","0.0015","","","","","","",""
"11-02-2025 00:00","1762041618","","","","","","","","0.0005","","0.0005","","","",""
"11-02-2025 00:00","1762041619","","","0.159","","","","","","","","","","",""
"11-03-2025 00:00","1762128004","","","","","0.0825","","","","","","","","",""
"11-03-2025 00:00","1762128005","","0.073","","","","","","","","","","","",""
"11-03-2025 00:00","1762128006","","","","","","","","","","","0.0015","","",""
"11-03-2025 00:00","1762128007","","","","","","","","","","","","","","0.0005"
"11-03-2025 00:00","1762128008","","","","","","0.044","","","","","","0.0005","",""
"11-03-2025 00:00","1762128011","","","","","","","","","","","","","0.0005",""
"11-03-2025 00:00","1762128015","","","","0.049","","","","","","","","","",""
"11-03-2025 00:00","1762128016","","","","","","","","","0.0015","","","","",""
"11-03-2025 00:00","1762128018","0.39","","","","","","","","","","","","",""
"11-03-2025 00:00","1762128019","","","","","","","0.0015","","","","","","",""
"11-03-2025 00:00","1762128022","","","","","","","","0.0005","","0.0005","","","",""
"11-03-2025 00:00","1762128024","","","0.156","","","","","","","","","","",""
"11-04-2025 00:00","1762214405","","","","","0.06","","","","","","","","",""
"11-04-2025 00:00","1762214407","","0.123","","","","","","","","","0.0015","","",""
"11-04-2025 00:00","1762214409","","","","","","","","","","","","","","0.0005"
"11-04-2025 00:00","1762214410","","","","","","0.0505","","","","","","0.0005","",""
"11-04-2025 00:00","1762214413","","","","","","","","","","","","","0.0005",""
"11-04-2025 00:00","1762214415","","","","0.0915","","","","","","","","","",""
"11-04-2025 00:00","1762214417","","","","","","","","","0.0015","","","","",""
"11-04-2025 00:00","1762214418","0.395","","","","","","","","","","","","",""
"11-04-2025 00:00","1762214419","","","","","","","0.0015","","","","","","",""
"11-04-2025 00:00","1762214421","","","","","","","","","","0.0015","","","",""
"11-04-2025 00:00","1762214422","","","","","","","","0.0015","","","","","",""
"11-04-2025 00:00","1762214423","","","0.146","","","","","","","","","","",""
"11-05-2025 00:00","1762300805","","","","","0.063","","","","","","","","",""
"11-05-2025 00:00","1762300807","","0.1235","","","","","","","","","0.0015","","",""
"11-05-2025 00:00","1762300808","","","","","","","","","","","","","","0.0005"
"11-05-2025 00:00","1762300809","","","","","","0.015","","","","","","0.0005","",""
"11-05-2025 00:00","1762300813","","","","","","","","","","","","","0.0005",""
"11-05-2025 00:00","1762300816","","","","0.097","","","","","","","","","",""
"11-05-2025 00:00","1762300818","","","","","","","","","0.002","","","","",""
"11-05-2025 00:00","1762300820","0.38","","","","","","","","","","","","",""
"11-05-2025 00:00","1762300821","","","","","","","0.0015","","","","","","",""
"11-05-2025 00:00","1762300825","","","","","","","","0.0015","","0.0015","","","",""
"11-05-2025 00:00","1762300827","","","0.145","","","","","","","","","","",""
"11-06-2025 00:00","1762387204","","0.1125","","","0.058","","","","","","","","",""
"11-06-2025 00:00","1762387205","","","","","","","","","","","0.0015","","",""
"11-06-2025 00:00","1762387206","","","","","","0.015","","","","","","0.0005","","0.0005"
"11-06-2025 00:00","1762387208","","","","","","","","","","","","","0.0005",""
"11-06-2025 00:00","1762387210","","","","0.1725","","","","","","","","","",""
"11-06-2025 00:00","1762387211","","","","","","","","","0.002","","","","",""
"11-06-2025 00:00","1762387212","0.42","","","","","","","","","","","","",""
"11-06-2025 00:00","1762387213","","","","","","","0.0015","","","","","","",""
"11-06-2025 00:00","1762387214","","","","","","","","0.0015","","0.0015","","","",""
"11-06-2025 00:00","1762387216","","","0.1525","","","","","","","","","","",""
"11-06-2025 17:46","1762451164","","0.1545","","","0.057","","","","","","0.0015","","","0.0005"
"11-06-2025 17:46","1762451165","","","","","","0.014","","","","","","0.0005","0.0005",""
"11-06-2025 17:46","1762451166","0.43","","","0.1355","","","0.0015","","0.0015","","","","",""
"11-06-2025 17:46","1762451167","","","0.1445","","","","","0.0015","","0.0015","","","",""
